catalog_id,k,heuristic,ndcg5,ci_lo,ci_hi
phi_V100_ELOW_z1.5_p0_s1,0,lambda_hybrid_0.25,0.178089,0.155539,0.198646
phi_V100_ELOW_z1.5_p0_s1,0,lambda_hybrid_0.5,0.178089,0.155175,0.201852
phi_V100_ELOW_z1.5_p0_s1,0,lambda_hybrid_0.75,0.178089,0.157256,0.198368
phi_V100_ELOW_z1.5_p0_s1,0,active_elic2,0.098236,0.082711,0.113672
phi_V100_ELOW_z1.5_p0_s1,1,pop_global,0.162805,0.144974,0.184648
phi_V100_ELOW_z1.5_p0_s1,1,recency_pop_0.1,0.044012,0.034042,0.053565
phi_V100_ELOW_z1.5_p0_s1,1,recency_pop_0.5,0.049435,0.038864,0.059815
phi_V100_ELOW_z1.5_p0_s1,1,recency_pop_1.0,0.059585,0.046644,0.072338
phi_V100_ELOW_z1.5_p0_s1,1,pop_category,0.170075,0.150904,0.191662
phi_V100_ELOW_z1.5_p0_s1,1,pop_price,0.162240,0.143638,0.181828
phi_V100_ELOW_z1.5_p0_s1,1,content_knn_1,0.026536,0.018977,0.034861
phi_V100_ELOW_z1.5_p0_s1,1,content_knn_3,0.025896,0.018349,0.033486
phi_V100_ELOW_z1.5_p0_s1,1,content_knn_5,0.026922,0.019638,0.034493
phi_V100_ELOW_z1.5_p0_s1,1,last_item_nbhd,0.027530,0.019636,0.036070
phi_V100_ELOW_z1.5_p0_s1,1,pop_scaled_content,0.145438,0.126732,0.165115
phi_V100_ELOW_z1.5_p0_s1,1,co_purchase,0.021387,0.014945,0.028615
phi_V100_ELOW_z1.5_p0_s1,1,lambda_hybrid_0.25,0.168551,0.149702,0.190166
phi_V100_ELOW_z1.5_p0_s1,1,lambda_hybrid_0.5,0.150055,0.130445,0.171065
phi_V100_ELOW_z1.5_p0_s1,1,lambda_hybrid_0.75,0.078903,0.063961,0.095498
phi_V100_ELOW_z1.5_p0_s1,2,pop_global,0.158881,0.140644,0.177568
phi_V100_ELOW_z1.5_p0_s1,2,recency_pop_0.1,0.060774,0.048756,0.073251
phi_V100_ELOW_z1.5_p0_s1,2,recency_pop_0.5,0.073103,0.060284,0.086837
phi_V100_ELOW_z1.5_p0_s1,2,recency_pop_1.0,0.075110,0.062227,0.089671
phi_V100_ELOW_z1.5_p0_s1,2,pop_category,0.165017,0.145127,0.184903
phi_V100_ELOW_z1.5_p0_s1,2,pop_price,0.157572,0.138398,0.176963
phi_V100_ELOW_z1.5_p0_s1,2,content_knn_1,0.027947,0.020833,0.035931
phi_V100_ELOW_z1.5_p0_s1,2,content_knn_3,0.025977,0.018649,0.033133
phi_V100_ELOW_z1.5_p0_s1,2,content_knn_5,0.024348,0.017735,0.031465
phi_V100_ELOW_z1.5_p0_s1,2,last_item_nbhd,0.029711,0.021681,0.039183
phi_V100_ELOW_z1.5_p0_s1,2,pop_scaled_content,0.154258,0.134200,0.173870
phi_V100_ELOW_z1.5_p0_s1,2,co_purchase,0.020524,0.013941,0.027590
phi_V100_ELOW_z1.5_p0_s1,2,lambda_hybrid_0.25,0.161111,0.142771,0.180772
phi_V100_ELOW_z1.5_p0_s1,2,lambda_hybrid_0.5,0.138529,0.119107,0.157004
phi_V100_ELOW_z1.5_p0_s1,2,lambda_hybrid_0.75,0.087485,0.071231,0.104743
phi_V100_ELOW_z1.5_p0_s1,3,pop_global,0.149396,0.130007,0.169325
phi_V100_ELOW_z1.5_p0_s1,3,recency_pop_0.1,0.065819,0.054028,0.080174
phi_V100_ELOW_z1.5_p0_s1,3,recency_pop_0.5,0.083096,0.069683,0.097601
phi_V100_ELOW_z1.5_p0_s1,3,recency_pop_1.0,0.084431,0.069988,0.098604
phi_V100_ELOW_z1.5_p0_s1,3,pop_category,0.148852,0.129648,0.167751
phi_V100_ELOW_z1.5_p0_s1,3,pop_price,0.143005,0.125318,0.160662
phi_V100_ELOW_z1.5_p0_s1,3,content_knn_1,0.030384,0.021870,0.039121
phi_V100_ELOW_z1.5_p0_s1,3,content_knn_3,0.018991,0.012568,0.025934
phi_V100_ELOW_z1.5_p0_s1,3,content_knn_5,0.020419,0.013471,0.028762
phi_V100_ELOW_z1.5_p0_s1,3,last_item_nbhd,0.028446,0.020834,0.036685
phi_V100_ELOW_z1.5_p0_s1,3,pop_scaled_content,0.136266,0.119015,0.154595
phi_V100_ELOW_z1.5_p0_s1,3,co_purchase,0.010609,0.006018,0.016082
phi_V100_ELOW_z1.5_p0_s1,3,lambda_hybrid_0.25,0.149613,0.130027,0.168876
phi_V100_ELOW_z1.5_p0_s1,3,lambda_hybrid_0.5,0.120052,0.101927,0.138372
phi_V100_ELOW_z1.5_p0_s1,3,lambda_hybrid_0.75,0.075824,0.061717,0.090525
phi_V100_ELOW_z1.5_p0_s1,5,pop_global,0.139031,0.120878,0.157105
phi_V100_ELOW_z1.5_p0_s1,5,recency_pop_0.1,0.135485,0.116799,0.155220
phi_V100_ELOW_z1.5_p0_s1,5,recency_pop_0.5,0.133744,0.117294,0.153172
phi_V100_ELOW_z1.5_p0_s1,5,recency_pop_1.0,0.129608,0.111289,0.147709
phi_V100_ELOW_z1.5_p0_s1,5,pop_category,0.144125,0.125562,0.162928
phi_V100_ELOW_z1.5_p0_s1,5,pop_price,0.142411,0.123581,0.161367
phi_V100_ELOW_z1.5_p0_s1,5,content_knn_1,0.024487,0.016586,0.033626
phi_V100_ELOW_z1.5_p0_s1,5,content_knn_3,0.023548,0.015308,0.031823
phi_V100_ELOW_z1.5_p0_s1,5,content_knn_5,0.023341,0.015434,0.031165
phi_V100_ELOW_z1.5_p0_s1,5,last_item_nbhd,0.028724,0.020712,0.037609
phi_V100_ELOW_z1.5_p0_s1,5,pop_scaled_content,0.132103,0.113950,0.149959
phi_V100_ELOW_z1.5_p0_s1,5,co_purchase,0.011786,0.006563,0.017541
phi_V100_ELOW_z1.5_p0_s1,5,lambda_hybrid_0.25,0.139731,0.122115,0.158535
phi_V100_ELOW_z1.5_p0_s1,5,lambda_hybrid_0.5,0.113433,0.096239,0.131831
phi_V100_ELOW_z1.5_p0_s1,5,lambda_hybrid_0.75,0.072059,0.057851,0.087553
phi_V100_ELOW_z1.5_p0_s1,8,pop_global,0.119017,0.100888,0.139990
phi_V100_ELOW_z1.5_p0_s1,8,recency_pop_0.1,0.132351,0.113010,0.153413
phi_V100_ELOW_z1.5_p0_s1,8,recency_pop_0.5,0.129330,0.108099,0.150226
phi_V100_ELOW_z1.5_p0_s1,8,recency_pop_1.0,0.113711,0.093795,0.134535
phi_V100_ELOW_z1.5_p0_s1,8,pop_category,0.133286,0.112828,0.154620
phi_V100_ELOW_z1.5_p0_s1,8,pop_price,0.117872,0.098753,0.139150
phi_V100_ELOW_z1.5_p0_s1,8,content_knn_1,0.019713,0.011892,0.028138
phi_V100_ELOW_z1.5_p0_s1,8,content_knn_3,0.021703,0.013503,0.031029
phi_V100_ELOW_z1.5_p0_s1,8,content_knn_5,0.022260,0.013593,0.032248
phi_V100_ELOW_z1.5_p0_s1,8,last_item_nbhd,0.017726,0.010530,0.026784
phi_V100_ELOW_z1.5_p0_s1,8,pop_scaled_content,0.115004,0.096666,0.133343
phi_V100_ELOW_z1.5_p0_s1,8,co_purchase,0.012942,0.006607,0.020182
phi_V100_ELOW_z1.5_p0_s1,8,lambda_hybrid_0.25,0.122500,0.103849,0.143603
phi_V100_ELOW_z1.5_p0_s1,8,lambda_hybrid_0.5,0.088812,0.071384,0.107374
phi_V100_ELOW_z1.5_p0_s1,8,lambda_hybrid_0.75,0.057545,0.043532,0.073410
phi_V100_ELOW_z1.5_p1_s0,0,pop_global,0.090862,0.078767,0.104295
phi_V100_ELOW_z1.5_p1_s0,0,recency_pop_0.1,0.042519,0.032493,0.053221
phi_V100_ELOW_z1.5_p1_s0,0,recency_pop_0.5,0.044876,0.035422,0.056798
phi_V100_ELOW_z1.5_p1_s0,0,recency_pop_1.0,0.045182,0.034358,0.056527
phi_V100_ELOW_z1.5_p1_s0,0,pop_category,0.106239,0.089370,0.122400
phi_V100_ELOW_z1.5_p1_s0,0,pop_price,0.096492,0.082408,0.110588
phi_V100_ELOW_z1.5_p1_s0,0,lambda_hybrid_0.25,0.090862,0.077399,0.104107
phi_V100_ELOW_z1.5_p1_s0,0,lambda_hybrid_0.5,0.090862,0.078069,0.104143
phi_V100_ELOW_z1.5_p1_s0,0,lambda_hybrid_0.75,0.090862,0.078025,0.103355
phi_V100_ELOW_z1.5_p1_s0,0,active_elic2,0.130489,0.113672,0.148997
phi_V100_ELOW_z1.5_p1_s0,1,pop_global,0.100343,0.087203,0.114753
phi_V100_ELOW_z1.5_p1_s0,1,recency_pop_0.1,0.071851,0.059394,0.086010
phi_V100_ELOW_z1.5_p1_s0,1,recency_pop_0.5,0.070633,0.057321,0.084390
phi_V100_ELOW_z1.5_p1_s0,1,recency_pop_1.0,0.070633,0.058646,0.083720
phi_V100_ELOW_z1.5_p1_s0,1,pop_category,0.109859,0.093086,0.127276
phi_V100_ELOW_z1.5_p1_s0,1,pop_price,0.104675,0.090753,0.119449
phi_V100_ELOW_z1.5_p1_s0,1,content_knn_1,0.052494,0.042103,0.064792
phi_V100_ELOW_z1.5_p1_s0,1,content_knn_3,0.056169,0.044331,0.068261
phi_V100_ELOW_z1.5_p1_s0,1,content_knn_5,0.053724,0.041991,0.067142
phi_V100_ELOW_z1.5_p1_s0,1,last_item_nbhd,0.057116,0.045090,0.070334
phi_V100_ELOW_z1.5_p1_s0,1,pop_scaled_content,0.115730,0.098985,0.132508
phi_V100_ELOW_z1.5_p1_s0,1,co_purchase,0.037404,0.028201,0.046294
phi_V100_ELOW_z1.5_p1_s0,1,lambda_hybrid_0.25,0.107237,0.093182,0.122408
phi_V100_ELOW_z1.5_p1_s0,1,lambda_hybrid_0.5,0.114477,0.098728,0.130669
phi_V100_ELOW_z1.5_p1_s0,1,lambda_hybrid_0.75,0.075112,0.061478,0.089233
phi_V100_ELOW_z1.5_p1_s0,2,pop_global,0.120294,0.105293,0.136168
phi_V100_ELOW_z1.5_p1_s0,2,recency_pop_0.1,0.092728,0.077543,0.109521
phi_V100_ELOW_z1.5_p1_s0,2,recency_pop_0.5,0.097423,0.082329,0.111866
phi_V100_ELOW_z1.5_p1_s0,2,recency_pop_1.0,0.097810,0.082244,0.114503
phi_V100_ELOW_z1.5_p1_s0,2,pop_category,0.118883,0.101705,0.134508
phi_V100_ELOW_z1.5_p1_s0,2,pop_price,0.124335,0.108873,0.141299
phi_V100_ELOW_z1.5_p1_s0,2,content_knn_1,0.043460,0.034449,0.054000
phi_V100_ELOW_z1.5_p1_s0,2,content_knn_3,0.038805,0.030232,0.047992
phi_V100_ELOW_z1.5_p1_s0,2,content_knn_5,0.038456,0.029229,0.048536
phi_V100_ELOW_z1.5_p1_s0,2,last_item_nbhd,0.041023,0.031500,0.050703
phi_V100_ELOW_z1.5_p1_s0,2,pop_scaled_content,0.131337,0.114205,0.149544
phi_V100_ELOW_z1.5_p1_s0,2,co_purchase,0.033123,0.024333,0.041668
phi_V100_ELOW_z1.5_p1_s0,2,lambda_hybrid_0.25,0.130156,0.113627,0.147977
phi_V100_ELOW_z1.5_p1_s0,2,lambda_hybrid_0.5,0.129146,0.111788,0.146279
phi_V100_ELOW_z1.5_p1_s0,2,lambda_hybrid_0.75,0.095021,0.080753,0.111604
phi_V100_ELOW_z1.5_p1_s0,3,pop_global,0.110972,0.095517,0.126805
phi_V100_ELOW_z1.5_p1_s0,3,recency_pop_0.1,0.101050,0.085199,0.116475
phi_V100_ELOW_z1.5_p1_s0,3,recency_pop_0.5,0.108977,0.093382,0.124908
phi_V100_ELOW_z1.5_p1_s0,3,recency_pop_1.0,0.109367,0.093773,0.124953
phi_V100_ELOW_z1.5_p1_s0,3,pop_category,0.106925,0.091150,0.122945
phi_V100_ELOW_z1.5_p1_s0,3,pop_price,0.115067,0.099259,0.130523
phi_V100_ELOW_z1.5_p1_s0,3,content_knn_1,0.049637,0.039499,0.060825
phi_V100_ELOW_z1.5_p1_s0,3,content_knn_3,0.051144,0.039707,0.062174
phi_V100_ELOW_z1.5_p1_s0,3,content_knn_5,0.047642,0.037692,0.057457
phi_V100_ELOW_z1.5_p1_s0,3,last_item_nbhd,0.054651,0.043803,0.066457
phi_V100_ELOW_z1.5_p1_s0,3,pop_scaled_content,0.130154,0.113794,0.147514
phi_V100_ELOW_z1.5_p1_s0,3,co_purchase,0.023397,0.016026,0.031104
phi_V100_ELOW_z1.5_p1_s0,3,lambda_hybrid_0.25,0.128148,0.111285,0.145215
phi_V100_ELOW_z1.5_p1_s0,3,lambda_hybrid_0.5,0.131784,0.114857,0.148828
phi_V100_ELOW_z1.5_p1_s0,3,lambda_hybrid_0.75,0.101468,0.085899,0.117780
phi_V100_ELOW_z1.5_p1_s0,5,pop_global,0.134193,0.116075,0.153993
phi_V100_ELOW_z1.5_p1_s0,5,recency_pop_0.1,0.126168,0.106875,0.145326
phi_V100_ELOW_z1.5_p1_s0,5,recency_pop_0.5,0.133692,0.117319,0.153443
phi_V100_ELOW_z1.5_p1_s0,5,recency_pop_1.0,0.133692,0.116193,0.154174
phi_V100_ELOW_z1.5_p1_s0,5,pop_category,0.117901,0.102033,0.134621
phi_V100_ELOW_z1.5_p1_s0,5,pop_price,0.128292,0.109385,0.147092
phi_V100_ELOW_z1.5_p1_s0,5,content_knn_1,0.037652,0.027729,0.048500
phi_V100_ELOW_z1.5_p1_s0,5,content_knn_3,0.034100,0.025590,0.042772
phi_V100_ELOW_z1.5_p1_s0,5,content_knn_5,0.039693,0.029627,0.050400
phi_V100_ELOW_z1.5_p1_s0,5,last_item_nbhd,0.043702,0.032439,0.054599
phi_V100_ELOW_z1.5_p1_s0,5,pop_scaled_content,0.106207,0.089710,0.123021
phi_V100_ELOW_z1.5_p1_s0,5,co_purchase,0.009557,0.005180,0.014094
phi_V100_ELOW_z1.5_p1_s0,5,lambda_hybrid_0.25,0.127342,0.109584,0.145170
phi_V100_ELOW_z1.5_p1_s0,5,lambda_hybrid_0.5,0.115806,0.098780,0.133369
phi_V100_ELOW_z1.5_p1_s0,5,lambda_hybrid_0.75,0.081673,0.067760,0.096431
phi_V100_ELOW_z1.5_p1_s0,8,pop_global,0.153721,0.130771,0.178765
phi_V100_ELOW_z1.5_p1_s0,8,recency_pop_0.1,0.139779,0.114052,0.162395
phi_V100_ELOW_z1.5_p1_s0,8,recency_pop_0.5,0.154132,0.130526,0.179271
phi_V100_ELOW_z1.5_p1_s0,8,recency_pop_1.0,0.153552,0.128525,0.178026
phi_V100_ELOW_z1.5_p1_s0,8,pop_category,0.123016,0.105125,0.140577
phi_V100_ELOW_z1.5_p1_s0,8,pop_price,0.147516,0.122659,0.172040
phi_V100_ELOW_z1.5_p1_s0,8,content_knn_1,0.032366,0.021767,0.042888
phi_V100_ELOW_z1.5_p1_s0,8,content_knn_3,0.029117,0.018862,0.039316
phi_V100_ELOW_z1.5_p1_s0,8,content_knn_5,0.033987,0.024555,0.045366
phi_V100_ELOW_z1.5_p1_s0,8,last_item_nbhd,0.030765,0.021444,0.041642
phi_V100_ELOW_z1.5_p1_s0,8,pop_scaled_content,0.099836,0.082032,0.118151
phi_V100_ELOW_z1.5_p1_s0,8,co_purchase,0.010355,0.005195,0.016583
phi_V100_ELOW_z1.5_p1_s0,8,lambda_hybrid_0.25,0.140811,0.120261,0.164506
phi_V100_ELOW_z1.5_p1_s0,8,lambda_hybrid_0.5,0.106472,0.087708,0.127070
phi_V100_ELOW_z1.5_p1_s0,8,lambda_hybrid_0.75,0.063510,0.047545,0.079438
phi_V100_ELOW_z1.5_p1_s1,0,pop_global,0.165152,0.146061,0.187756
phi_V100_ELOW_z1.5_p1_s1,0,recency_pop_0.1,0.040068,0.030284,0.050036
phi_V100_ELOW_z1.5_p1_s1,0,recency_pop_0.5,0.041417,0.031831,0.051942
phi_V100_ELOW_z1.5_p1_s1,0,recency_pop_1.0,0.044687,0.033933,0.055985
phi_V100_ELOW_z1.5_p1_s1,0,pop_category,0.176370,0.156825,0.198555
phi_V100_ELOW_z1.5_p1_s1,0,pop_price,0.170954,0.151328,0.191283
phi_V100_ELOW_z1.5_p1_s1,0,lambda_hybrid_0.25,0.165152,0.144354,0.186682
phi_V100_ELOW_z1.5_p1_s1,0,lambda_hybrid_0.5,0.165152,0.144581,0.186992
phi_V100_ELOW_z1.5_p1_s1,0,lambda_hybrid_0.75,0.165152,0.144218,0.185907
phi_V100_ELOW_z1.5_p1_s1,0,active_elic2,0.102267,0.087142,0.118506
phi_V100_ELOW_z1.5_p1_s1,1,pop_global,0.158579,0.139866,0.180791
phi_V100_ELOW_z1.5_p1_s1,1,recency_pop_0.1,0.047343,0.038407,0.057584
phi_V100_ELOW_z1.5_p1_s1,1,recency_pop_0.5,0.051439,0.041872,0.061226
phi_V100_ELOW_z1.5_p1_s1,1,recency_pop_1.0,0.059216,0.046287,0.072090
phi_V100_ELOW_z1.5_p1_s1,1,pop_category,0.172381,0.154225,0.193731
phi_V100_ELOW_z1.5_p1_s1,1,pop_price,0.159824,0.140694,0.180577
phi_V100_ELOW_z1.5_p1_s1,1,content_knn_1,0.045572,0.035334,0.056590
phi_V100_ELOW_z1.5_p1_s1,1,content_knn_3,0.044353,0.034482,0.055166
phi_V100_ELOW_z1.5_p1_s1,1,content_knn_5,0.037226,0.028466,0.046949
phi_V100_ELOW_z1.5_p1_s1,1,last_item_nbhd,0.043305,0.033004,0.054620
phi_V100_ELOW_z1.5_p1_s1,1,pop_scaled_content,0.148725,0.130861,0.167928
phi_V100_ELOW_z1.5_p1_s1,1,co_purchase,0.029346,0.021595,0.037934
phi_V100_ELOW_z1.5_p1_s1,1,lambda_hybrid_0.25,0.165690,0.146270,0.185980
phi_V100_ELOW_z1.5_p1_s1,1,lambda_hybrid_0.5,0.152412,0.133506,0.171696
phi_V100_ELOW_z1.5_p1_s1,1,lambda_hybrid_0.75,0.081533,0.068010,0.098186
phi_V100_ELOW_z1.5_p1_s1,2,pop_global,0.123487,0.106729,0.142892
phi_V100_ELOW_z1.5_p1_s1,2,recency_pop_0.1,0.064083,0.052031,0.077578
phi_V100_ELOW_z1.5_p1_s1,2,recency_pop_0.5,0.066977,0.055310,0.079998
phi_V100_ELOW_z1.5_p1_s1,2,recency_pop_1.0,0.072630,0.059657,0.086080
phi_V100_ELOW_z1.5_p1_s1,2,pop_category,0.131801,0.115621,0.148918
phi_V100_ELOW_z1.5_p1_s1,2,pop_price,0.127770,0.111425,0.147810
phi_V100_ELOW_z1.5_p1_s1,2,content_knn_1,0.038294,0.028097,0.049135
phi_V100_ELOW_z1.5_p1_s1,2,content_knn_3,0.035665,0.027044,0.044443
phi_V100_ELOW_z1.5_p1_s1,2,content_knn_5,0.029941,0.021426,0.039257
phi_V100_ELOW_z1.5_p1_s1,2,last_item_nbhd,0.038838,0.028799,0.049872
phi_V100_ELOW_z1.5_p1_s1,2,pop_scaled_content,0.123043,0.106267,0.140169
phi_V100_ELOW_z1.5_p1_s1,2,co_purchase,0.035132,0.026443,0.044296
phi_V100_ELOW_z1.5_p1_s1,2,lambda_hybrid_0.25,0.129110,0.112079,0.148762
phi_V100_ELOW_z1.5_p1_s1,2,lambda_hybrid_0.5,0.117093,0.101536,0.135126
phi_V100_ELOW_z1.5_p1_s1,2,lambda_hybrid_0.75,0.072619,0.058438,0.086115
phi_V100_ELOW_z1.5_p1_s1,3,pop_global,0.123355,0.105072,0.140452
phi_V100_ELOW_z1.5_p1_s1,3,recency_pop_0.1,0.062132,0.050529,0.076276
phi_V100_ELOW_z1.5_p1_s1,3,recency_pop_0.5,0.071590,0.058544,0.084891
phi_V100_ELOW_z1.5_p1_s1,3,recency_pop_1.0,0.076043,0.062792,0.089489
phi_V100_ELOW_z1.5_p1_s1,3,pop_category,0.127759,0.110566,0.145509
phi_V100_ELOW_z1.5_p1_s1,3,pop_price,0.126414,0.109366,0.143844
phi_V100_ELOW_z1.5_p1_s1,3,content_knn_1,0.037716,0.028476,0.048118
phi_V100_ELOW_z1.5_p1_s1,3,content_knn_3,0.037495,0.028184,0.046950
phi_V100_ELOW_z1.5_p1_s1,3,content_knn_5,0.030068,0.022224,0.037959
phi_V100_ELOW_z1.5_p1_s1,3,last_item_nbhd,0.035966,0.027834,0.045373
phi_V100_ELOW_z1.5_p1_s1,3,pop_scaled_content,0.121628,0.104388,0.138189
phi_V100_ELOW_z1.5_p1_s1,3,co_purchase,0.021341,0.014606,0.028037
phi_V100_ELOW_z1.5_p1_s1,3,lambda_hybrid_0.25,0.127948,0.109918,0.145985
phi_V100_ELOW_z1.5_p1_s1,3,lambda_hybrid_0.5,0.112338,0.095814,0.129498
phi_V100_ELOW_z1.5_p1_s1,3,lambda_hybrid_0.75,0.071941,0.057807,0.086522
phi_V100_ELOW_z1.5_p1_s1,5,pop_global,0.112009,0.097301,0.128607
phi_V100_ELOW_z1.5_p1_s1,5,recency_pop_0.1,0.110727,0.093903,0.127468
phi_V100_ELOW_z1.5_p1_s1,5,recency_pop_0.5,0.112545,0.096167,0.129520
phi_V100_ELOW_z1.5_p1_s1,5,recency_pop_1.0,0.105164,0.089630,0.122210
phi_V100_ELOW_z1.5_p1_s1,5,pop_category,0.113903,0.097029,0.131448
phi_V100_ELOW_z1.5_p1_s1,5,pop_price,0.117160,0.100240,0.133179
phi_V100_ELOW_z1.5_p1_s1,5,content_knn_1,0.029516,0.021231,0.037787
phi_V100_ELOW_z1.5_p1_s1,5,content_knn_3,0.030486,0.022216,0.038911
phi_V100_ELOW_z1.5_p1_s1,5,content_knn_5,0.028311,0.020749,0.037493
phi_V100_ELOW_z1.5_p1_s1,5,last_item_nbhd,0.029007,0.020578,0.037818
phi_V100_ELOW_z1.5_p1_s1,5,pop_scaled_content,0.110762,0.094707,0.126882
phi_V100_ELOW_z1.5_p1_s1,5,co_purchase,0.026698,0.018902,0.035651
phi_V100_ELOW_z1.5_p1_s1,5,lambda_hybrid_0.25,0.117681,0.102111,0.135678
phi_V100_ELOW_z1.5_p1_s1,5,lambda_hybrid_0.5,0.094961,0.080338,0.112093
phi_V100_ELOW_z1.5_p1_s1,5,lambda_hybrid_0.75,0.060505,0.048808,0.075018
phi_V100_ELOW_z1.5_p1_s1,8,pop_global,0.078415,0.061993,0.097072
phi_V100_ELOW_z1.5_p1_s1,8,recency_pop_0.1,0.110135,0.091269,0.129683
phi_V100_ELOW_z1.5_p1_s1,8,recency_pop_0.5,0.103778,0.084939,0.123271
phi_V100_ELOW_z1.5_p1_s1,8,recency_pop_1.0,0.088370,0.072402,0.106748
phi_V100_ELOW_z1.5_p1_s1,8,pop_category,0.087008,0.070769,0.101953
phi_V100_ELOW_z1.5_p1_s1,8,pop_price,0.082972,0.066901,0.099729
phi_V100_ELOW_z1.5_p1_s1,8,content_knn_1,0.036298,0.025722,0.048589
phi_V100_ELOW_z1.5_p1_s1,8,content_knn_3,0.031678,0.021548,0.043560
phi_V100_ELOW_z1.5_p1_s1,8,content_knn_5,0.030101,0.019685,0.041839
phi_V100_ELOW_z1.5_p1_s1,8,last_item_nbhd,0.033517,0.023026,0.046297
phi_V100_ELOW_z1.5_p1_s1,8,pop_scaled_content,0.081430,0.065717,0.098052
phi_V100_ELOW_z1.5_p1_s1,8,co_purchase,0.014783,0.007933,0.023443
phi_V100_ELOW_z1.5_p1_s1,8,lambda_hybrid_0.25,0.087288,0.070506,0.102883
phi_V100_ELOW_z1.5_p1_s1,8,lambda_hybrid_0.5,0.068560,0.053658,0.084869
phi_V100_ELOW_z1.5_p1_s1,8,lambda_hybrid_0.75,0.049706,0.037290,0.063078
phi_V20_EHIGH_z0.5_p0.25_s0,0,pop_global,0.571222,0.550897,0.590273
phi_V20_EHIGH_z0.5_p0.25_s0,0,recency_pop_0.1,0.073427,0.058493,0.088566
phi_V20_EHIGH_z0.5_p0.25_s0,0,recency_pop_0.5,0.113370,0.089331,0.137113
phi_V20_EHIGH_z0.5_p0.25_s0,0,recency_pop_1.0,0.113052,0.091553,0.137403
phi_V20_EHIGH_z0.5_p0.25_s0,0,pop_category,0.507104,0.482576,0.531068
phi_V20_EHIGH_z0.5_p0.25_s0,0,pop_price,0.579604,0.560885,0.597135
phi_V20_EHIGH_z0.5_p0.25_s0,0,lambda_hybrid_0.25,0.571222,0.550469,0.592220
phi_V20_EHIGH_z0.5_p0.25_s0,0,lambda_hybrid_0.5,0.571222,0.550871,0.590678
phi_V20_EHIGH_z0.5_p0.25_s0,0,lambda_hybrid_0.75,0.571222,0.552228,0.590227
phi_V20_EHIGH_z0.5_p0.25_s0,0,active_elic2,0.132804,0.107012,0.158979
phi_V20_EHIGH_z0.5_p0.25_s0,1,pop_global,0.429497,0.397188,0.461651
phi_V20_EHIGH_z0.5_p0.25_s0,1,recency_pop_0.1,0.174075,0.147293,0.206149
phi_V20_EHIGH_z0.5_p0.25_s0,1,recency_pop_0.5,0.184661,0.154971,0.215219
phi_V20_EHIGH_z0.5_p0.25_s0,1,recency_pop_1.0,0.185098,0.154813,0.217968
phi_V20_EHIGH_z0.5_p0.25_s0,1,pop_category,0.403437,0.371403,0.436370
phi_V20_EHIGH_z0.5_p0.25_s0,1,pop_price,0.427842,0.395431,0.458118
phi_V20_EHIGH_z0.5_p0.25_s0,1,content_knn_1,0.043599,0.030651,0.056938
phi_V20_EHIGH_z0.5_p0.25_s0,1,content_knn_3,0.041435,0.029267,0.055363
phi_V20_EHIGH_z0.5_p0.25_s0,1,content_knn_5,0.047926,0.034672,0.060939
phi_V20_EHIGH_z0.5_p0.25_s0,1,last_item_nbhd,0.047329,0.035571,0.060637
phi_V20_EHIGH_z0.5_p0.25_s0,1,pop_scaled_content,0.145791,0.121307,0.170272
phi_V20_EHIGH_z0.5_p0.25_s0,1,co_purchase,0.067818,0.055131,0.081421
phi_V20_EHIGH_z0.5_p0.25_s0,1,lambda_hybrid_0.25,0.353427,0.321431,0.386769
phi_V20_EHIGH_z0.5_p0.25_s0,1,lambda_hybrid_0.5,0.295926,0.267190,0.328500
phi_V20_EHIGH_z0.5_p0.25_s0,1,lambda_hybrid_0.75,0.095319,0.075613,0.113919
phi_V20_EHIGH_z0.5_p0.25_s0,2,pop_global,0.397305,0.361730,0.430960
phi_V20_EHIGH_z0.5_p0.25_s0,2,recency_pop_0.1,0.249042,0.216948,0.284999
phi_V20_EHIGH_z0.5_p0.25_s0,2,recency_pop_0.5,0.249821,0.215937,0.283217
phi_V20_EHIGH_z0.5_p0.25_s0,2,recency_pop_1.0,0.254031,0.219792,0.290541
phi_V20_EHIGH_z0.5_p0.25_s0,2,pop_category,0.374167,0.338452,0.407474
phi_V20_EHIGH_z0.5_p0.25_s0,2,pop_price,0.400261,0.365037,0.436576
phi_V20_EHIGH_z0.5_p0.25_s0,2,content_knn_1,0.044423,0.031394,0.058358
phi_V20_EHIGH_z0.5_p0.25_s0,2,content_knn_3,0.052070,0.038400,0.067074
phi_V20_EHIGH_z0.5_p0.25_s0,2,content_knn_5,0.048731,0.035703,0.063054
phi_V20_EHIGH_z0.5_p0.25_s0,2,last_item_nbhd,0.043472,0.031330,0.056344
phi_V20_EHIGH_z0.5_p0.25_s0,2,pop_scaled_content,0.229597,0.195311,0.261031
phi_V20_EHIGH_z0.5_p0.25_s0,2,co_purchase,0.028617,0.019424,0.038879
phi_V20_EHIGH_z0.5_p0.25_s0,2,lambda_hybrid_0.25,0.353530,0.315851,0.389311
phi_V20_EHIGH_z0.5_p0.25_s0,2,lambda_hybrid_0.5,0.290890,0.257230,0.325954
phi_V20_EHIGH_z0.5_p0.25_s0,2,lambda_hybrid_0.75,0.067951,0.053075,0.083751
phi_V20_EHIGH_z0.5_p0.25_s0,3,pop_global,0.334997,0.300260,0.369955
