catalog_id,k,heuristic,ndcg5,ci_lo,ci_hi
phi_V20_EHIGH_z1.5_p0.5_s0,2,recency_pop_0.1,0.257599,0.229146,0.289172
phi_V20_EHIGH_z1.5_p0.5_s0,2,recency_pop_0.5,0.278191,0.248287,0.309843
phi_V20_EHIGH_z1.5_p0.5_s0,2,recency_pop_1.0,0.282382,0.252029,0.312197
phi_V20_EHIGH_z1.5_p0.5_s0,2,pop_category,0.328781,0.297059,0.362741
phi_V20_EHIGH_z1.5_p0.5_s0,2,pop_price,0.337478,0.305089,0.368285
phi_V20_EHIGH_z1.5_p0.5_s0,2,content_knn_1,0.135709,0.114382,0.157801
phi_V20_EHIGH_z1.5_p0.5_s0,2,content_knn_3,0.127547,0.108152,0.148291
phi_V20_EHIGH_z1.5_p0.5_s0,2,content_knn_5,0.147753,0.124906,0.169947
phi_V20_EHIGH_z1.5_p0.5_s0,2,last_item_nbhd,0.135550,0.114651,0.156506
phi_V20_EHIGH_z1.5_p0.5_s0,2,pop_scaled_content,0.308265,0.275779,0.339487
phi_V20_EHIGH_z1.5_p0.5_s0,2,co_purchase,0.088916,0.071147,0.108588
phi_V20_EHIGH_z1.5_p0.5_s0,2,lambda_hybrid_0.25,0.327783,0.294073,0.361430
phi_V20_EHIGH_z1.5_p0.5_s0,2,lambda_hybrid_0.5,0.296745,0.265397,0.331537
phi_V20_EHIGH_z1.5_p0.5_s0,2,lambda_hybrid_0.75,0.195089,0.171435,0.219662
phi_V20_EHIGH_z1.5_p0.5_s0,3,pop_global,0.316609,0.283415,0.350491
phi_V20_EHIGH_z1.5_p0.5_s0,3,recency_pop_0.1,0.269568,0.236725,0.299964
phi_V20_EHIGH_z1.5_p0.5_s0,3,recency_pop_0.5,0.277727,0.245670,0.311497
phi_V20_EHIGH_z1.5_p0.5_s0,3,recency_pop_1.0,0.278972,0.244928,0.310375
phi_V20_EHIGH_z1.5_p0.5_s0,3,pop_category,0.304215,0.273833,0.336268
phi_V20_EHIGH_z1.5_p0.5_s0,3,pop_price,0.309322,0.277347,0.338939
phi_V20_EHIGH_z1.5_p0.5_s0,3,content_knn_1,0.133787,0.113274,0.155255
phi_V20_EHIGH_z1.5_p0.5_s0,3,content_knn_3,0.124794,0.103618,0.147520
phi_V20_EHIGH_z1.5_p0.5_s0,3,content_knn_5,0.124491,0.102821,0.146479
phi_V20_EHIGH_z1.5_p0.5_s0,3,last_item_nbhd,0.116590,0.097028,0.136551
phi_V20_EHIGH_z1.5_p0.5_s0,3,pop_scaled_content,0.292207,0.264607,0.323365
phi_V20_EHIGH_z1.5_p0.5_s0,3,co_purchase,0.057417,0.042159,0.072941
phi_V20_EHIGH_z1.5_p0.5_s0,3,lambda_hybrid_0.25,0.303286,0.272681,0.335267
phi_V20_EHIGH_z1.5_p0.5_s0,3,lambda_hybrid_0.5,0.272630,0.241897,0.303390
phi_V20_EHIGH_z1.5_p0.5_s0,3,lambda_hybrid_0.75,0.175764,0.151520,0.200956
phi_V20_EHIGH_z1.5_p0.5_s0,5,pop_global,0.272758,0.239233,0.304325
phi_V20_EHIGH_z1.5_p0.5_s0,5,recency_pop_0.1,0.239424,0.209466,0.272317
phi_V20_EHIGH_z1.5_p0.5_s0,5,recency_pop_0.5,0.236792,0.206218,0.269153
phi_V20_EHIGH_z1.5_p0.5_s0,5,recency_pop_1.0,0.248453,0.215417,0.280245
phi_V20_EHIGH_z1.5_p0.5_s0,5,pop_category,0.249749,0.216848,0.284115
phi_V20_EHIGH_z1.5_p0.5_s0,5,pop_price,0.251156,0.221122,0.284409
phi_V20_EHIGH_z1.5_p0.5_s0,5,content_knn_1,0.098021,0.079323,0.117897
phi_V20_EHIGH_z1.5_p0.5_s0,5,content_knn_3,0.097348,0.077478,0.117355
phi_V20_EHIGH_z1.5_p0.5_s0,5,content_knn_5,0.112342,0.091080,0.134751
phi_V20_EHIGH_z1.5_p0.5_s0,5,last_item_nbhd,0.102223,0.082979,0.121945
phi_V20_EHIGH_z1.5_p0.5_s0,5,pop_scaled_content,0.261469,0.229606,0.292105
phi_V20_EHIGH_z1.5_p0.5_s0,5,co_purchase,0.029666,0.019792,0.041688
phi_V20_EHIGH_z1.5_p0.5_s0,5,lambda_hybrid_0.25,0.254465,0.223849,0.288994
phi_V20_EHIGH_z1.5_p0.5_s0,5,lambda_hybrid_0.5,0.216895,0.188106,0.248970
phi_V20_EHIGH_z1.5_p0.5_s0,5,lambda_hybrid_0.75,0.149820,0.127454,0.173429
phi_V20_EHIGH_z1.5_p0.5_s0,8,pop_global,0.168876,0.134397,0.202085
phi_V20_EHIGH_z1.5_p0.5_s0,8,recency_pop_0.1,0.175595,0.139355,0.210856
phi_V20_EHIGH_z1.5_p0.5_s0,8,recency_pop_0.5,0.162848,0.132193,0.196277
phi_V20_EHIGH_z1.5_p0.5_s0,8,recency_pop_1.0,0.171091,0.139315,0.204391
phi_V20_EHIGH_z1.5_p0.5_s0,8,pop_category,0.161530,0.129145,0.195345
phi_V20_EHIGH_z1.5_p0.5_s0,8,pop_price,0.163044,0.130202,0.194568
phi_V20_EHIGH_z1.5_p0.5_s0,8,content_knn_1,0.067356,0.047951,0.087337
phi_V20_EHIGH_z1.5_p0.5_s0,8,content_knn_3,0.067931,0.047880,0.088694
phi_V20_EHIGH_z1.5_p0.5_s0,8,content_knn_5,0.074396,0.053939,0.098530
phi_V20_EHIGH_z1.5_p0.5_s0,8,last_item_nbhd,0.058607,0.039497,0.078975
phi_V20_EHIGH_z1.5_p0.5_s0,8,pop_scaled_content,0.171627,0.139997,0.205786
phi_V20_EHIGH_z1.5_p0.5_s0,8,co_purchase,0.009619,0.002931,0.018263
phi_V20_EHIGH_z1.5_p0.5_s0,8,lambda_hybrid_0.25,0.168761,0.136812,0.203317
phi_V20_EHIGH_z1.5_p0.5_s0,8,lambda_hybrid_0.5,0.123748,0.093872,0.153315
phi_V20_EHIGH_z1.5_p0.5_s0,8,lambda_hybrid_0.75,0.080117,0.059587,0.102236
phi_V20_EHIGH_z1.5_p0.5_s1,0,pop_global,0.297746,0.270464,0.327791
phi_V20_EHIGH_z1.5_p0.5_s1,0,recency_pop_0.1,0.165252,0.139844,0.192492
phi_V20_EHIGH_z1.5_p0.5_s1,0,recency_pop_0.5,0.168943,0.142756,0.194670
phi_V20_EHIGH_z1.5_p0.5_s1,0,recency_pop_1.0,0.168943,0.141970,0.197400
phi_V20_EHIGH_z1.5_p0.5_s1,0,pop_category,0.272721,0.243739,0.302090
phi_V20_EHIGH_z1.5_p0.5_s1,0,pop_price,0.299972,0.270326,0.329615
phi_V20_EHIGH_z1.5_p0.5_s1,0,lambda_hybrid_0.25,0.297746,0.268038,0.325893
phi_V20_EHIGH_z1.5_p0.5_s1,0,lambda_hybrid_0.5,0.297746,0.268829,0.327498
phi_V20_EHIGH_z1.5_p0.5_s1,0,lambda_hybrid_0.75,0.297746,0.268146,0.326117
phi_V20_EHIGH_z1.5_p0.5_s1,0,active_elic2,0.272721,0.242117,0.302406
phi_V20_EHIGH_z1.5_p0.5_s1,1,pop_global,0.261014,0.234048,0.289837
phi_V20_EHIGH_z1.5_p0.5_s1,1,recency_pop_0.1,0.157384,0.135563,0.180608
phi_V20_EHIGH_z1.5_p0.5_s1,1,recency_pop_0.5,0.179146,0.153676,0.206177
phi_V20_EHIGH_z1.5_p0.5_s1,1,recency_pop_1.0,0.179146,0.153005,0.205301
phi_V20_EHIGH_z1.5_p0.5_s1,1,pop_category,0.246920,0.217142,0.275811
phi_V20_EHIGH_z1.5_p0.5_s1,1,pop_price,0.269536,0.240947,0.300339
phi_V20_EHIGH_z1.5_p0.5_s1,1,content_knn_1,0.146849,0.124988,0.168544
phi_V20_EHIGH_z1.5_p0.5_s1,1,content_knn_3,0.136914,0.117349,0.157925
phi_V20_EHIGH_z1.5_p0.5_s1,1,content_knn_5,0.136520,0.114792,0.158711
phi_V20_EHIGH_z1.5_p0.5_s1,1,last_item_nbhd,0.142222,0.120694,0.164952
phi_V20_EHIGH_z1.5_p0.5_s1,1,pop_scaled_content,0.231128,0.203622,0.259428
phi_V20_EHIGH_z1.5_p0.5_s1,1,co_purchase,0.147044,0.123093,0.168795
phi_V20_EHIGH_z1.5_p0.5_s1,1,lambda_hybrid_0.25,0.246111,0.218168,0.276822
phi_V20_EHIGH_z1.5_p0.5_s1,1,lambda_hybrid_0.5,0.231820,0.201737,0.263285
phi_V20_EHIGH_z1.5_p0.5_s1,1,lambda_hybrid_0.75,0.176284,0.151849,0.200808
phi_V20_EHIGH_z1.5_p0.5_s1,2,pop_global,0.280986,0.250910,0.312682
phi_V20_EHIGH_z1.5_p0.5_s1,2,recency_pop_0.1,0.155943,0.134755,0.179096
phi_V20_EHIGH_z1.5_p0.5_s1,2,recency_pop_0.5,0.160951,0.135613,0.183950
phi_V20_EHIGH_z1.5_p0.5_s1,2,recency_pop_1.0,0.160951,0.136820,0.182860
phi_V20_EHIGH_z1.5_p0.5_s1,2,pop_category,0.251944,0.224003,0.282352
phi_V20_EHIGH_z1.5_p0.5_s1,2,pop_price,0.277002,0.247858,0.305459
phi_V20_EHIGH_z1.5_p0.5_s1,2,content_knn_1,0.147958,0.124957,0.172282
phi_V20_EHIGH_z1.5_p0.5_s1,2,content_knn_3,0.151630,0.129240,0.172879
phi_V20_EHIGH_z1.5_p0.5_s1,2,content_knn_5,0.178221,0.153750,0.201380
phi_V20_EHIGH_z1.5_p0.5_s1,2,last_item_nbhd,0.152832,0.131140,0.175293
phi_V20_EHIGH_z1.5_p0.5_s1,2,pop_scaled_content,0.260929,0.232315,0.289965
phi_V20_EHIGH_z1.5_p0.5_s1,2,co_purchase,0.097321,0.079843,0.116101
phi_V20_EHIGH_z1.5_p0.5_s1,2,lambda_hybrid_0.25,0.277342,0.248679,0.308218
phi_V20_EHIGH_z1.5_p0.5_s1,2,lambda_hybrid_0.5,0.252287,0.222723,0.281002
phi_V20_EHIGH_z1.5_p0.5_s1,2,lambda_hybrid_0.75,0.202235,0.175375,0.228608
phi_V20_EHIGH_z1.5_p0.5_s1,3,pop_global,0.288706,0.258543,0.318038
phi_V20_EHIGH_z1.5_p0.5_s1,3,recency_pop_0.1,0.209671,0.178812,0.237642
phi_V20_EHIGH_z1.5_p0.5_s1,3,recency_pop_0.5,0.217442,0.189614,0.246139
phi_V20_EHIGH_z1.5_p0.5_s1,3,recency_pop_1.0,0.221224,0.195560,0.250225
phi_V20_EHIGH_z1.5_p0.5_s1,3,pop_category,0.238682,0.208825,0.267675
phi_V20_EHIGH_z1.5_p0.5_s1,3,pop_price,0.273883,0.245831,0.304231
phi_V20_EHIGH_z1.5_p0.5_s1,3,content_knn_1,0.185872,0.160222,0.212264
phi_V20_EHIGH_z1.5_p0.5_s1,3,content_knn_3,0.200990,0.177395,0.228076
phi_V20_EHIGH_z1.5_p0.5_s1,3,content_knn_5,0.204508,0.178282,0.231521
phi_V20_EHIGH_z1.5_p0.5_s1,3,last_item_nbhd,0.197789,0.172911,0.224402
phi_V20_EHIGH_z1.5_p0.5_s1,3,pop_scaled_content,0.263710,0.235678,0.294030
phi_V20_EHIGH_z1.5_p0.5_s1,3,co_purchase,0.111398,0.091673,0.132760
phi_V20_EHIGH_z1.5_p0.5_s1,3,lambda_hybrid_0.25,0.278068,0.248415,0.307093
phi_V20_EHIGH_z1.5_p0.5_s1,3,lambda_hybrid_0.5,0.257145,0.229311,0.288615
phi_V20_EHIGH_z1.5_p0.5_s1,3,lambda_hybrid_0.75,0.248108,0.219810,0.276333
phi_V20_EHIGH_z1.5_p0.5_s1,5,pop_global,0.240084,0.211813,0.269901
phi_V20_EHIGH_z1.5_p0.5_s1,5,recency_pop_0.1,0.234872,0.203689,0.265434
phi_V20_EHIGH_z1.5_p0.5_s1,5,recency_pop_0.5,0.231413,0.200440,0.263139
phi_V20_EHIGH_z1.5_p0.5_s1,5,recency_pop_1.0,0.232351,0.202379,0.265057
phi_V20_EHIGH_z1.5_p0.5_s1,5,pop_category,0.217697,0.186144,0.246579
phi_V20_EHIGH_z1.5_p0.5_s1,5,pop_price,0.227894,0.197431,0.256977
phi_V20_EHIGH_z1.5_p0.5_s1,5,content_knn_1,0.184942,0.160571,0.210679
phi_V20_EHIGH_z1.5_p0.5_s1,5,content_knn_3,0.184803,0.159356,0.215010
phi_V20_EHIGH_z1.5_p0.5_s1,5,content_knn_5,0.191361,0.163863,0.219262
phi_V20_EHIGH_z1.5_p0.5_s1,5,last_item_nbhd,0.190179,0.163723,0.215841
phi_V20_EHIGH_z1.5_p0.5_s1,5,pop_scaled_content,0.228382,0.202171,0.257371
phi_V20_EHIGH_z1.5_p0.5_s1,5,co_purchase,0.109702,0.089655,0.131333
phi_V20_EHIGH_z1.5_p0.5_s1,5,lambda_hybrid_0.25,0.236443,0.206330,0.266668
phi_V20_EHIGH_z1.5_p0.5_s1,5,lambda_hybrid_0.5,0.220076,0.191211,0.248274
phi_V20_EHIGH_z1.5_p0.5_s1,5,lambda_hybrid_0.75,0.202899,0.174183,0.229424
phi_V20_EHIGH_z1.5_p0.5_s1,8,pop_global,0.224365,0.190675,0.259180
phi_V20_EHIGH_z1.5_p0.5_s1,8,recency_pop_0.1,0.236348,0.203298,0.274052
phi_V20_EHIGH_z1.5_p0.5_s1,8,recency_pop_0.5,0.229927,0.194365,0.266557
phi_V20_EHIGH_z1.5_p0.5_s1,8,recency_pop_1.0,0.226018,0.190761,0.265968
phi_V20_EHIGH_z1.5_p0.5_s1,8,pop_category,0.168302,0.137315,0.201454
phi_V20_EHIGH_z1.5_p0.5_s1,8,pop_price,0.205014,0.171929,0.236919
phi_V20_EHIGH_z1.5_p0.5_s1,8,content_knn_1,0.164842,0.134658,0.194415
phi_V20_EHIGH_z1.5_p0.5_s1,8,content_knn_3,0.158860,0.129476,0.189480
phi_V20_EHIGH_z1.5_p0.5_s1,8,content_knn_5,0.178101,0.149725,0.211326
phi_V20_EHIGH_z1.5_p0.5_s1,8,last_item_nbhd,0.157318,0.127966,0.184826
phi_V20_EHIGH_z1.5_p0.5_s1,8,pop_scaled_content,0.216421,0.182098,0.250174
phi_V20_EHIGH_z1.5_p0.5_s1,8,co_purchase,0.046586,0.030859,0.063753
phi_V20_EHIGH_z1.5_p0.5_s1,8,lambda_hybrid_0.25,0.229601,0.196243,0.268280
phi_V20_EHIGH_z1.5_p0.5_s1,8,lambda_hybrid_0.5,0.210532,0.176910,0.244079
phi_V20_EHIGH_z1.5_p0.5_s1,8,lambda_hybrid_0.75,0.192209,0.158788,0.227925
phi_V20_EHIGH_z1.5_p0.5_s2,0,pop_global,0.238654,0.215603,0.263068
phi_V20_EHIGH_z1.5_p0.5_s2,0,recency_pop_0.1,0.135574,0.115667,0.156185
phi_V20_EHIGH_z1.5_p0.5_s2,0,recency_pop_0.5,0.136920,0.115308,0.158301
phi_V20_EHIGH_z1.5_p0.5_s2,0,recency_pop_1.0,0.136920,0.115922,0.158153
phi_V20_EHIGH_z1.5_p0.5_s2,0,pop_category,0.235670,0.212112,0.260136
phi_V20_EHIGH_z1.5_p0.5_s2,0,pop_price,0.215537,0.193410,0.239357
phi_V20_EHIGH_z1.5_p0.5_s2,0,lambda_hybrid_0.25,0.238654,0.214797,0.260815
phi_V20_EHIGH_z1.5_p0.5_s2,0,lambda_hybrid_0.5,0.238654,0.214586,0.262030
phi_V20_EHIGH_z1.5_p0.5_s2,0,lambda_hybrid_0.75,0.238654,0.215596,0.261850
phi_V20_EHIGH_z1.5_p0.5_s2,0,active_elic2,0.149950,0.129809,0.171951
phi_V20_EHIGH_z1.5_p0.5_s2,1,pop_global,0.230285,0.204307,0.255868
phi_V20_EHIGH_z1.5_p0.5_s2,1,recency_pop_0.1,0.164211,0.140446,0.188679
phi_V20_EHIGH_z1.5_p0.5_s2,1,recency_pop_0.5,0.175067,0.149430,0.201278
phi_V20_EHIGH_z1.5_p0.5_s2,1,recency_pop_1.0,0.175871,0.152180,0.199236
phi_V20_EHIGH_z1.5_p0.5_s2,1,pop_category,0.246926,0.220849,0.272750
phi_V20_EHIGH_z1.5_p0.5_s2,1,pop_price,0.229055,0.204003,0.255574
phi_V20_EHIGH_z1.5_p0.5_s2,1,content_knn_1,0.137079,0.114813,0.159857
phi_V20_EHIGH_z1.5_p0.5_s2,1,content_knn_3,0.131319,0.111833,0.151954
phi_V20_EHIGH_z1.5_p0.5_s2,1,content_knn_5,0.126102,0.107158,0.147979
phi_V20_EHIGH_z1.5_p0.5_s2,1,last_item_nbhd,0.137584,0.116580,0.161347
phi_V20_EHIGH_z1.5_p0.5_s2,1,pop_scaled_content,0.225407,0.200755,0.250781
phi_V20_EHIGH_z1.5_p0.5_s2,1,co_purchase,0.103779,0.085336,0.120663
phi_V20_EHIGH_z1.5_p0.5_s2,1,lambda_hybrid_0.25,0.243848,0.218869,0.270776
phi_V20_EHIGH_z1.5_p0.5_s2,1,lambda_hybrid_0.5,0.225605,0.201284,0.251628
phi_V20_EHIGH_z1.5_p0.5_s2,1,lambda_hybrid_0.75,0.167178,0.144122,0.192726
phi_V20_EHIGH_z1.5_p0.5_s2,2,pop_global,0.251854,0.221728,0.278658
phi_V20_EHIGH_z1.5_p0.5_s2,2,recency_pop_0.1,0.187467,0.161777,0.212669
phi_V20_EHIGH_z1.5_p0.5_s2,2,recency_pop_0.5,0.202709,0.175593,0.230037
phi_V20_EHIGH_z1.5_p0.5_s2,2,recency_pop_1.0,0.205659,0.178586,0.234146
phi_V20_EHIGH_z1.5_p0.5_s2,2,pop_category,0.268156,0.239258,0.297297
phi_V20_EHIGH_z1.5_p0.5_s2,2,pop_price,0.241435,0.215932,0.270785
phi_V20_EHIGH_z1.5_p0.5_s2,2,content_knn_1,0.105372,0.087433,0.122500
phi_V20_EHIGH_z1.5_p0.5_s2,2,content_knn_3,0.113110,0.093482,0.132373
phi_V20_EHIGH_z1.5_p0.5_s2,2,content_knn_5,0.115900,0.095403,0.136514
phi_V20_EHIGH_z1.5_p0.5_s2,2,last_item_nbhd,0.105880,0.085968,0.126380
phi_V20_EHIGH_z1.5_p0.5_s2,2,pop_scaled_content,0.248478,0.222184,0.276142
phi_V20_EHIGH_z1.5_p0.5_s2,2,co_purchase,0.085267,0.068927,0.103197
phi_V20_EHIGH_z1.5_p0.5_s2,2,lambda_hybrid_0.25,0.265045,0.235954,0.293307
phi_V20_EHIGH_z1.5_p0.5_s2,2,lambda_hybrid_0.5,0.222735,0.195726,0.247743
phi_V20_EHIGH_z1.5_p0.5_s2,2,lambda_hybrid_0.75,0.137793,0.115937,0.160497
phi_V20_EHIGH_z1.5_p0.5_s2,3,pop_global,0.283425,0.254387,0.313975
phi_V20_EHIGH_z1.5_p0.5_s2,3,recency_pop_0.1,0.254746,0.227080,0.283399
phi_V20_EHIGH_z1.5_p0.5_s2,3,recency_pop_0.5,0.266262,0.235993,0.297014
phi_V20_EHIGH_z1.5_p0.5_s2,3,recency_pop_1.0,0.268080,0.237657,0.299121
phi_V20_EHIGH_z1.5_p0.5_s2,3,pop_category,0.285132,0.253799,0.314405
phi_V20_EHIGH_z1.5_p0.5_s2,3,pop_price,0.274055,0.245352,0.302376
phi_V20_EHIGH_z1.5_p0.5_s2,3,content_knn_1,0.106660,0.086253,0.125995
phi_V20_EHIGH_z1.5_p0.5_s2,3,content_knn_3,0.104194,0.085970,0.122416
phi_V20_EHIGH_z1.5_p0.5_s2,3,content_knn_5,0.116879,0.094541,0.137749
phi_V20_EHIGH_z1.5_p0.5_s2,3,last_item_nbhd,0.094551,0.077785,0.112473
phi_V20_EHIGH_z1.5_p0.5_s2,3,pop_scaled_content,0.264113,0.234516,0.293059
phi_V20_EHIGH_z1.5_p0.5_s2,3,co_purchase,0.060561,0.047471,0.075295
phi_V20_EHIGH_z1.5_p0.5_s2,3,lambda_hybrid_0.25,0.281585,0.252585,0.309883
phi_V20_EHIGH_z1.5_p0.5_s2,3,lambda_hybrid_0.5,0.243636,0.214610,0.272466
phi_V20_EHIGH_z1.5_p0.5_s2,3,lambda_hybrid_0.75,0.147994,0.124903,0.170252
phi_V20_EHIGH_z1.5_p0.5_s2,5,pop_global,0.293421,0.262099,0.325182
phi_V20_EHIGH_z1.5_p0.5_s2,5,recency_pop_0.1,0.294828,0.262271,0.328352
phi_V20_EHIGH_z1.5_p0.5_s2,5,recency_pop_0.5,0.298661,0.269319,0.329683
phi_V20_EHIGH_z1.5_p0.5_s2,5,recency_pop_1.0,0.298185,0.265781,0.330560
phi_V20_EHIGH_z1.5_p0.5_s2,5,pop_category,0.292144,0.256470,0.324677
phi_V20_EHIGH_z1.5_p0.5_s2,5,pop_price,0.303989,0.271235,0.337228
phi_V20_EHIGH_z1.5_p0.5_s2,5,content_knn_1,0.088654,0.072017,0.107480
phi_V20_EHIGH_z1.5_p0.5_s2,5,content_knn_3,0.077190,0.060403,0.094925
phi_V20_EHIGH_z1.5_p0.5_s2,5,content_knn_5,0.085802,0.066902,0.104858
phi_V20_EHIGH_z1.5_p0.5_s2,5,last_item_nbhd,0.071629,0.056753,0.088617
phi_V20_EHIGH_z1.5_p0.5_s2,5,pop_scaled_content,0.284182,0.252434,0.315538
phi_V20_EHIGH_z1.5_p0.5_s2,5,co_purchase,0.040328,0.029242,0.051828
phi_V20_EHIGH_z1.5_p0.5_s2,5,lambda_hybrid_0.25,0.290341,0.259429,0.325142
phi_V20_EHIGH_z1.5_p0.5_s2,5,lambda_hybrid_0.5,0.261700,0.226537,0.294125
phi_V20_EHIGH_z1.5_p0.5_s2,5,lambda_hybrid_0.75,0.135434,0.113911,0.157006
phi_V20_EHIGH_z1.5_p0.5_s2,8,pop_global,0.171050,0.139077,0.204801
phi_V20_EHIGH_z1.5_p0.5_s2,8,recency_pop_0.1,0.194299,0.161251,0.230745
phi_V20_EHIGH_z1.5_p0.5_s2,8,recency_pop_0.5,0.195291,0.162583,0.232040
phi_V20_EHIGH_z1.5_p0.5_s2,8,recency_pop_1.0,0.192534,0.158805,0.229134
phi_V20_EHIGH_z1.5_p0.5_s2,8,pop_category,0.178920,0.145932,0.212180
phi_V20_EHIGH_z1.5_p0.5_s2,8,pop_price,0.189378,0.156416,0.224911
phi_V20_EHIGH_z1.5_p0.5_s2,8,content_knn_1,0.078878,0.057615,0.102207
phi_V20_EHIGH_z1.5_p0.5_s2,8,content_knn_3,0.090477,0.068984,0.115176
phi_V20_EHIGH_z1.5_p0.5_s2,8,content_knn_5,0.098119,0.072558,0.124062
phi_V20_EHIGH_z1.5_p0.5_s2,8,last_item_nbhd,0.075225,0.055053,0.094902
phi_V20_EHIGH_z1.5_p0.5_s2,8,pop_scaled_content,0.195814,0.162911,0.233152
phi_V20_EHIGH_z1.5_p0.5_s2,8,co_purchase,0.025336,0.013665,0.038021
phi_V20_EHIGH_z1.5_p0.5_s2,8,lambda_hybrid_0.25,0.188366,0.155009,0.222842
phi_V20_EHIGH_z1.5_p0.5_s2,8,lambda_hybrid_0.5,0.164031,0.131869,0.201134
phi_V20_EHIGH_z1.5_p0.5_s2,8,lambda_hybrid_0.75,0.109617,0.085383,0.134314
phi_V20_EHIGH_z1.5_p0_s0,0,pop_global,0.249627,0.223578,0.278346
phi_V20_EHIGH_z1.5_p0_s0,0,recency_pop_0.1,0.148528,0.128450,0.170238
phi_V20_EHIGH_z1.5_p0_s0,0,recency_pop_0.5,0.149414,0.128278,0.171525
phi_V20_EHIGH_z1.5_p0_s0,0,recency_pop_1.0,0.149414,0.129754,0.170940
phi_V20_EHIGH_z1.5_p0_s0,0,pop_category,0.187143,0.161920,0.215502
phi_V20_EHIGH_z1.5_p0_s0,0,pop_price,0.239867,0.211690,0.268865
phi_V20_EHIGH_z1.5_p0_s0,0,lambda_hybrid_0.25,0.249627,0.224087,0.277296
phi_V20_EHIGH_z1.5_p0_s0,0,lambda_hybrid_0.5,0.249627,0.222911,0.277849
phi_V20_EHIGH_z1.5_p0_s0,0,lambda_hybrid_0.75,0.249627,0.224482,0.276532
phi_V20_EHIGH_z1.5_p0_s0,0,active_elic2,0.187143,0.161561,0.213693
phi_V20_EHIGH_z1.5_p0_s0,1,pop_global,0.320051,0.290778,0.350120
phi_V20_EHIGH_z1.5_p0_s0,1,recency_pop_0.1,0.195521,0.170015,0.221900
phi_V20_EHIGH_z1.5_p0_s0,1,recency_pop_0.5,0.212324,0.186621,0.239789
phi_V20_EHIGH_z1.5_p0_s0,1,recency_pop_1.0,0.213555,0.186628,0.239443
phi_V20_EHIGH_z1.5_p0_s0,1,pop_category,0.254197,0.226010,0.284680
phi_V20_EHIGH_z1.5_p0_s0,1,pop_price,0.295181,0.267185,0.326495
phi_V20_EHIGH_z1.5_p0_s0,1,content_knn_1,0.143576,0.121587,0.165135
phi_V20_EHIGH_z1.5_p0_s0,1,content_knn_3,0.122563,0.102112,0.144012
phi_V20_EHIGH_z1.5_p0_s0,1,content_knn_5,0.138949,0.119468,0.158750
phi_V20_EHIGH_z1.5_p0_s0,1,last_item_nbhd,0.147059,0.127068,0.168676
phi_V20_EHIGH_z1.5_p0_s0,1,pop_scaled_content,0.247344,0.219891,0.277578
phi_V20_EHIGH_z1.5_p0_s0,1,co_purchase,0.114856,0.093902,0.133545
phi_V20_EHIGH_z1.5_p0_s0,1,lambda_hybrid_0.25,0.271990,0.242821,0.300416
phi_V20_EHIGH_z1.5_p0_s0,1,lambda_hybrid_0.5,0.258542,0.229255,0.287499
phi_V20_EHIGH_z1.5_p0_s0,1,lambda_hybrid_0.75,0.207221,0.182408,0.234098
phi_V20_EHIGH_z1.5_p0_s0,2,pop_global,0.346783,0.313615,0.380584
phi_V20_EHIGH_z1.5_p0_s0,2,recency_pop_0.1,0.266002,0.236927,0.298105
phi_V20_EHIGH_z1.5_p0_s0,2,recency_pop_0.5,0.285675,0.255010,0.318679
phi_V20_EHIGH_z1.5_p0_s0,2,recency_pop_1.0,0.288135,0.255729,0.319267
phi_V20_EHIGH_z1.5_p0_s0,2,pop_category,0.322799,0.290982,0.355046
phi_V20_EHIGH_z1.5_p0_s0,2,pop_price,0.334450,0.301618,0.366158
phi_V20_EHIGH_z1.5_p0_s0,2,content_knn_1,0.121714,0.102411,0.142075
phi_V20_EHIGH_z1.5_p0_s0,2,content_knn_3,0.134010,0.111811,0.156390
phi_V20_EHIGH_z1.5_p0_s0,2,content_knn_5,0.140191,0.119315,0.164557
phi_V20_EHIGH_z1.5_p0_s0,2,last_item_nbhd,0.127722,0.107133,0.148876
phi_V20_EHIGH_z1.5_p0_s0,2,pop_scaled_content,0.305784,0.276805,0.336906
phi_V20_EHIGH_z1.5_p0_s0,2,co_purchase,0.079690,0.061942,0.097637
phi_V20_EHIGH_z1.5_p0_s0,2,lambda_hybrid_0.25,0.330451,0.297102,0.363282
phi_V20_EHIGH_z1.5_p0_s0,2,lambda_hybrid_0.5,0.292654,0.260894,0.325558
phi_V20_EHIGH_z1.5_p0_s0,2,lambda_hybrid_0.75,0.180785,0.156778,0.205514
phi_V20_EHIGH_z1.5_p0_s0,3,pop_global,0.365201,0.330948,0.399630
phi_V20_EHIGH_z1.5_p0_s0,3,recency_pop_0.1,0.306782,0.271539,0.338225
phi_V20_EHIGH_z1.5_p0_s0,3,recency_pop_0.5,0.314609,0.281530,0.349962
phi_V20_EHIGH_z1.5_p0_s0,3,recency_pop_1.0,0.315231,0.281425,0.349632
phi_V20_EHIGH_z1.5_p0_s0,3,pop_category,0.348289,0.312959,0.380644
phi_V20_EHIGH_z1.5_p0_s0,3,pop_price,0.337985,0.305261,0.370346
phi_V20_EHIGH_z1.5_p0_s0,3,content_knn_1,0.124206,0.101471,0.147494
phi_V20_EHIGH_z1.5_p0_s0,3,content_knn_3,0.130771,0.112141,0.154268
